Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Crime type,Last outcome category,Context
29c92ca60e684a651628d52965d9e3f8a86f9d2e731b8aefda3765d03fe23ce9,2013-04,Merseyside Police,Merseyside Police,-2.874976,53.494873,On or near Alvina Lane,E01006494,Knowsley 001D,Violent crime,Offender given suspended prison sentence,
,2013-04,Merseyside Police,Merseyside Police,-2.889363,53.492304,On or near Heather Close,E01006495,Knowsley 001E,Anti-social behaviour,,
,2013-04,Merseyside Police,Merseyside Police,-2.880117,53.492723,On or near Headbolt Lane,E01006495,Knowsley 001E,Anti-social behaviour,,
,2013-04,Merseyside Police,Merseyside Police,-2.884260,53.489735,On or near St Kevin'S Drive,E01006495,Knowsley 001E,Anti-social behaviour,,
,2013-04,Merseyside Police,Merseyside Police,-2.891554,53.495406,On or near St Peters Close,E01006495,Knowsley 001E,Anti-social behaviour,,
,2013-04,Merseyside Police,Merseyside Police,-2.884260,53.489735,On or near St Kevin'S Drive,E01006495,Knowsley 001E,Anti-social behaviour,,
,2013-04,Merseyside Police,Merseyside Police,-2.879135,53.489710,On or near Roughwood Drive,E01006495,Knowsley 001E,Anti-social behaviour,,
,2013-04,Merseyside Police,Merseyside Police,-2.883337,53.484474,On or near Old Rough Lane,E01006495,Knowsley 001E,Anti-social behaviour,,
,2013-04,Merseyside Police,Merseyside Police,-2.880434,53.489107,On or near Buckingham Court,E01006495,Knowsley 001E,Anti-social behaviour,,
,2013-04,Merseyside Police,Merseyside Police,-2.889617,53.494342,On or near Conifer Close,E01006495,Knowsley 001E,Anti-social behaviour,,
,2013-04,Merseyside Police,Merseyside Police,-2.889617,53.494342,On or near Conifer Close,E01006495,Knowsley 001E,Anti-social behaviour,,
,2013-04,Merseyside Police,Merseyside Police,-2.883337,53.484474,On or near Old Rough Lane,E01006495,Knowsley 001E,Anti-social behaviour,,
,2013-04,Merseyside Police,Merseyside Police,-2.880117,53.492723,On or near Headbolt Lane,E01006495,Knowsley 001E,Anti-social behaviour,,
,2013-04,Merseyside Police,Merseyside Police,-2.880434,53.489107,On or near Buckingham Court,E01006495,Knowsley 001E,Anti-social behaviour,,
,2013-04,Merseyside Police,Merseyside Police,-2.879564,53.490003,On or near Campion Grove,E01006495,Knowsley 001E,Anti-social behaviour,,
,2013-04,Merseyside Police,Merseyside Police,-2.883137,53.490786,On or near Fern Close,E01006495,Knowsley 001E,Anti-social behaviour,,
,2013-04,Merseyside Police,Merseyside Police,-2.888852,53.493080,On or near Heathfield Drive,E01006495,Knowsley 001E,Anti-social behaviour,,
,2013-04,Merseyside Police,Merseyside Police,-2.887000,53.496042,On or near Chesterfield Drive,E01006495,Knowsley 001E,Anti-social behaviour,,
,2013-04,Merseyside Police,Merseyside Police,-2.883137,53.490786,On or near Fern Close,E01006495,Knowsley 001E,Anti-social behaviour,,
8703a224e3228c98910ba57d708f2afdfa34d06b989f7730232e1b18ea5c2dba,2013-04,Merseyside Police,Merseyside Police,-2.880117,53.492723,On or near Headbolt Lane,E01006495,Knowsley 001E,Burglary,Investigation complete; no suspect identified,
290abed82f582f3764b6952f624cf74da38f9c22a1a373362c52e276945de908,2013-04,Merseyside Police,Merseyside Police,-2.886379,53.487975,On or near County Road,E01006495,Knowsley 001E,Burglary,Investigation complete; no suspect identified,
b6ccf1a0c1e3a73601e9f6add62b4e68d1b0cd2f718c4451d8b8518f55796977,2013-04,Merseyside Police,Merseyside Police,-2.879564,53.490003,On or near Campion Grove,E01006495,Knowsley 001E,Burglary,Investigation complete; no suspect identified,
570e41fa6dede4d9fea5bfbdf5ac59107a095db794e88d61810c28261003495a,2013-04,Merseyside Police,Merseyside Police,-2.882036,53.489329,On or near Highwood Court,E01006495,Knowsley 001E,Burglary,Investigation complete; no suspect identified,
7e7cb8d5d4aa9ae3922f31569038fbeabdc8a3e8e5f42556b2a03f79cb774b4e,2013-04,Merseyside Police,Merseyside Police,-2.887868,53.495757,On or near Ebony Way,E01006495,Knowsley 001E,Criminal damage and arson,Status update unavailable,
797e71d174418f408ad291efb5cd66c01106f09c0cd188bbc63194782cc20235,2013-04,Merseyside Police,Merseyside Police,-2.887000,53.496042,On or near Chesterfield Drive,E01006495,Knowsley 001E,Criminal damage and arson,Investigation complete; no suspect identified,
6141433480e02cb864d82eb9f4def6f666d5ed63b692b4ede93089597c09ee30,2013-04,Merseyside Police,Merseyside Police,-2.889363,53.492304,On or near Heather Close,E01006495,Knowsley 001E,Criminal damage and arson,Investigation complete; no suspect identified,
48135fd7e69b47671c3b481b18ffc3f1da7c897020c80993e704c8bfefa305f6,2013-04,Merseyside Police,Merseyside Police,-2.889363,53.492304,On or near Heather Close,E01006495,Knowsley 001E,Criminal damage and arson,Investigation complete; no suspect identified,
e9e87408d6507573fa3334ff35bc5a639a2d560112943a4a1a4da266315c0a29,2013-04,Merseyside Police,Merseyside Police,-2.880117,53.492723,On or near Headbolt Lane,E01006495,Knowsley 001E,Criminal damage and arson,Investigation complete; no suspect identified,
e370e2d554dc6327b88a0ea856fdf7714ceb14235034d7a210043d08bc367ebb,2013-04,Merseyside Police,Merseyside Police,-2.889792,53.491905,On or near Apollo Crescent,E01006495,Knowsley 001E,Criminal damage and arson,Investigation complete; no suspect identified,
3a66069a1117910d50ea14173fa10fa86a11ec974cedf887d2396124c8e470e0,2013-04,Merseyside Police,Merseyside Police,-2.891554,53.495406,On or near St Peters Close,E01006495,Knowsley 001E,Criminal damage and arson,Status update unavailable,
9af1f289ee47f1031446448eb09aa26379e086d1edfe977e47254730cce614dc,2013-04,Merseyside Police,Merseyside Police,-2.889792,53.491905,On or near Apollo Crescent,E01006495,Knowsley 001E,Criminal damage and arson,Investigation complete; no suspect identified,
6f309168058632417eb275e086a5101907fc0b7cdf493d49fce54b70f086cdaa,2013-04,Merseyside Police,Merseyside Police,-2.887000,53.496042,On or near Chesterfield Drive,E01006495,Knowsley 001E,Criminal damage and arson,Investigation complete; no suspect identified,
cfe50eb2a2af91845d927ad107fe93aa67a87bf4ace419a17ccc09178aa3d9b9,2013-04,Merseyside Police,Merseyside Police,-2.879564,53.490003,On or near Campion Grove,E01006495,Knowsley 001E,Criminal damage and arson,Investigation complete; no suspect identified,
78eb63332053d322c119e0e54324b1da8f6e8d254646646116cc3360ac9d1c8a,2013-04,Merseyside Police,Merseyside Police,-2.885577,53.489986,On or near Appleton Road,E01006495,Knowsley 001E,Criminal damage and arson,Investigation complete; no suspect identified,
cc674091db6ec20a458ee3070aad2ed24081c5a521ee999569f4a2e366b3dcd3,2013-04,Merseyside Police,Merseyside Police,-2.889554,53.495646,On or near Ascot Drive,E01006495,Knowsley 001E,Vehicle crime,Investigation complete; no suspect identified,
063758eaf3f42c815bdd9fc8ea4c90574bd4551db22ff30a4b6e590a89fbf323,2013-04,Merseyside Police,Merseyside Police,-2.890139,53.494797,On or near Tudor View,E01006495,Knowsley 001E,Violent crime,Court result unavailable,
df3b852c251a07cd53e18c678483d72e2031a29efaab40daeb3ce1fe6d7d1389,2013-04,Merseyside Police,Merseyside Police,-2.890139,53.494797,On or near Tudor View,E01006495,Knowsley 001E,Violent crime,Defendant found not guilty,
1fb43120bf24f7767d66cc9285d91de5b70e60594c2a813d952aa56022670c51,2013-04,Merseyside Police,Merseyside Police,-2.889792,53.491905,On or near Apollo Crescent,E01006495,Knowsley 001E,Violent crime,Local resolution,
7eadea334dd957b263a8306ac87d782509317f47573abcf29bbde1a73f9970d4,2013-04,Merseyside Police,Merseyside Police,-2.891554,53.495406,On or near St Peters Close,E01006495,Knowsley 001E,Other crime,Investigation complete; no suspect identified,
,2013-04,Merseyside Police,Merseyside Police,-2.900363,53.486441,On or near Beech Close,E01006456,Knowsley 002B,Anti-social behaviour,,
,2013-04,Merseyside Police,Merseyside Police,-2.905171,53.487160,On or near South Park Road,E01006456,Knowsley 002B,Anti-social behaviour,,
,2013-04,Merseyside Police,Merseyside Police,-2.906572,53.485729,On or near Nightingale Close,E01006456,Knowsley 002B,Anti-social behaviour,,
,2013-04,Merseyside Police,Merseyside Police,-2.906572,53.485729,On or near Nightingale Close,E01006456,Knowsley 002B,Anti-social behaviour,,
,2013-04,Merseyside Police,Merseyside Police,-2.906572,53.485729,On or near Nightingale Close,E01006456,Knowsley 002B,Anti-social behaviour,,
,2013-04,Merseyside Police,Merseyside Police,-2.906572,53.485729,On or near Nightingale Close,E01006456,Knowsley 002B,Anti-social behaviour,,
,2013-04,Merseyside Police,Merseyside Police,-2.899727,53.487732,On or near Deerbolt Way,E01006456,Knowsley 002B,Anti-social behaviour,,
,2013-04,Merseyside Police,Merseyside Police,-2.899727,53.487732,On or near Deerbolt Way,E01006456,Knowsley 002B,Anti-social behaviour,,
,2013-04,Merseyside Police,Merseyside Police,-2.909236,53.484882,On or near Kirkstead Walk,E01006456,Knowsley 002B,Anti-social behaviour,,
,2013-04,Merseyside Police,Merseyside Police,-2.899727,53.487732,On or near Deerbolt Way,E01006456,Knowsley 002B,Anti-social behaviour,,
,2013-04,Merseyside Police,Merseyside Police,-2.906572,53.485729,On or near Nightingale Close,E01006456,Knowsley 002B,Anti-social behaviour,,
d920731d059f3001895f5a58b45c703f961ee164a293b6abd3f7e1447d1f72fa,2013-04,Merseyside Police,Merseyside Police,-2.900974,53.485385,On or near Kirkby Row,E01006456,Knowsley 002B,Criminal damage and arson,Investigation complete; no suspect identified,
fc3ee5bd686a058db19789a86bcac563779714f6e082ae169b862541b54fd51d,2013-04,Merseyside Police,Merseyside Police,-2.906258,53.487961,On or near Park Road,E01006456,Knowsley 002B,Other crime,Offender given penalty notice,
,2013-04,Merseyside Police,Merseyside Police,-2.895702,53.486989,On or near Alder Crescent,E01006457,Knowsley 002C,Anti-social behaviour,,
,2013-04,Merseyside Police,Merseyside Police,-2.891329,53.483956,On or near Austin Close,E01006457,Knowsley 002C,Anti-social behaviour,,
,2013-04,Merseyside Police,Merseyside Police,-2.888615,53.486071,On or near Milbrook Drive,E01006457,Knowsley 002C,Anti-social behaviour,,
,2013-04,Merseyside Police,Merseyside Police,-2.887002,53.488923,On or near County Road,E01006457,Knowsley 002C,Anti-social behaviour,,
,2013-04,Merseyside Police,Merseyside Police,-2.887002,53.488923,On or near County Road,E01006457,Knowsley 002C,Anti-social behaviour,,
,2013-04,Merseyside Police,Merseyside Police,-2.891208,53.490402,On or near Boyes Brow,E01006457,Knowsley 002C,Anti-social behaviour,,
,2013-04,Merseyside Police,Merseyside Police,-2.891329,53.483956,On or near Austin Close,E01006457,Knowsley 002C,Anti-social behaviour,,
4985504e7307a0f05c54846b723fc1fce0ca97dc3411f06103d5c300b085d02a,2013-04,Merseyside Police,Merseyside Police,-2.887002,53.488923,On or near County Road,E01006457,Knowsley 002C,Burglary,Investigation complete; no suspect identified,
b6c8ffb308824186ad332745d21a940e0e0e432d1e3f294175aece90f9155f3b,2013-04,Merseyside Police,Merseyside Police,-2.889376,53.487162,On or near Melling Way,E01006457,Knowsley 002C,Burglary,Investigation complete; no suspect identified,
c2fa343e3e98343af23873aa64bd2af5d884078be0c91cd418e223b99638ccb2,2013-04,Merseyside Police,Merseyside Police,-2.891208,53.490402,On or near Boyes Brow,E01006457,Knowsley 002C,Criminal damage and arson,Investigation complete; no suspect identified,
72ba96c50c00a155f9b18c8037b6e0e9968a707b6caa575e8a9b02029f3e23b9,2013-04,Merseyside Police,Merseyside Police,-2.886056,53.486944,On or near Melling Drive,E01006457,Knowsley 002C,Criminal damage and arson,Investigation complete; no suspect identified,
b5aade7362fb5727ee3de89a12a4ac1e7bdc6bde6d5fa8e9157f8d01b2f1ea88,2013-04,Merseyside Police,Merseyside Police,-2.891208,53.490402,On or near Boyes Brow,E01006457,Knowsley 002C,Criminal damage and arson,Investigation complete; no suspect identified,
94f5bd1d16ea979ea35bb413b1836eccb1a115c9b6595ab651a6ad80db480f17,2013-04,Merseyside Police,Merseyside Police,-2.891329,53.483956,On or near Austin Close,E01006457,Knowsley 002C,Vehicle crime,Investigation complete; no suspect identified,
,2013-04,Merseyside Police,Merseyside Police,-2.892122,53.493056,On or near Thirlmere Walk,E01006458,Knowsley 002D,Anti-social behaviour,,
,2013-04,Merseyside Police,Merseyside Police,-2.893196,53.491052,On or near Seathwaite Crescent,E01006458,Knowsley 002D,Anti-social behaviour,,
,2013-04,Merseyside Police,Merseyside Police,-2.892122,53.493056,On or near Thirlmere Walk,E01006458,Knowsley 002D,Anti-social behaviour,,
,2013-04,Merseyside Police,Merseyside Police,-2.895480,53.492150,On or near Kendal Road,E01006458,Knowsley 002D,Anti-social behaviour,,
,2013-04,Merseyside Police,Merseyside Police,-2.893196,53.491052,On or near Seathwaite Crescent,E01006458,Knowsley 002D,Anti-social behaviour,,
,2013-04,Merseyside Police,Merseyside Police,-2.894544,53.491366,On or near Grasmere Close,E01006458,Knowsley 002D,Anti-social behaviour,,
,2013-04,Merseyside Police,Merseyside Police,-2.894544,53.491366,On or near Grasmere Close,E01006458,Knowsley 002D,Anti-social behaviour,,
,2013-04,Merseyside Police,Merseyside Police,-2.893017,53.490443,On or near Buttermere Close,E01006458,Knowsley 002D,Anti-social behaviour,,
902c9d6068080cac71879e893c19a945d7c2a0f5ac371d2e64d4c0349b28735d,2013-04,Merseyside Police,Merseyside Police,-2.895480,53.492150,On or near Kendal Road,E01006458,Knowsley 002D,Burglary,Investigation complete; no suspect identified,
06fbe17dda7b11ea2b154ac6670ad231e7bc01684ffa5f96ca96b69c57b9476a,2013-04,Merseyside Police,Merseyside Police,-2.891638,53.491541,On or near Bassenthwaite Avenue,E01006458,Knowsley 002D,Criminal damage and arson,Investigation complete; no suspect identified,
fd0ed5712f535a7937529ff3562068613b8f913d91d4dd99bf4ae8293f32bf95,2013-04,Merseyside Police,Merseyside Police,-2.892122,53.493056,On or near Thirlmere Walk,E01006458,Knowsley 002D,Criminal damage and arson,Investigation complete; no suspect identified,
64c5e32efe66ef823677630634041fd86eb53cb7b37009f91ccbaa5a91e3ea4c,2013-04,Merseyside Police,Merseyside Police,-2.896565,53.492888,On or near Dickens Close,E01006458,Knowsley 002D,Criminal damage and arson,Investigation complete; no suspect identified,
a4d9114bba94bb86d3cbad637c23390808caeacc58ab06c92e004de8ef225aa0,2013-04,Merseyside Police,Merseyside Police,-2.896565,53.492888,On or near Dickens Close,E01006458,Knowsley 002D,Criminal damage and arson,Investigation complete; no suspect identified,
b11ea706f995fbb5e300d96cce5e6236bffa03206cbaf20e5905a7d7d2ebf943,2013-04,Merseyside Police,Merseyside Police,-2.896565,53.492888,On or near Dickens Close,E01006458,Knowsley 002D,Other theft,Formal action is not in the public interest,
,2013-04,Merseyside Police,Merseyside Police,-2.885452,53.502813,On or near Deva Close,E01006490,Knowsley 002E,Anti-social behaviour,,
,2013-04,Merseyside Police,Merseyside Police,-2.885452,53.502813,On or near Deva Close,E01006490,Knowsley 002E,Anti-social behaviour,,
f2df6ae0d1b7fb84f164a05325a764d1b8df71c2c44161e74dab8a87eee22d69,2013-04,Merseyside Police,Merseyside Police,-2.884790,53.500715,On or near Elwood Close,E01006490,Knowsley 002E,Burglary,Investigation complete; no suspect identified,
58b04681d9beb9b4e2c0578aa91a6c400a95879b05588a3e5f25488cf74ea3c9,2013-04,Merseyside Police,Merseyside Police,-2.881825,53.501663,On or near Serenade Road,E01006490,Knowsley 002E,Criminal damage and arson,Investigation complete; no suspect identified,
42c5b6a05354de565ac64615ab24fab8825e6c7756d46abd855a8e7033cc239c,2013-04,Merseyside Police,Merseyside Police,-2.882636,53.500066,On or near Redwald Close,E01006490,Knowsley 002E,Drugs,Investigation complete; no suspect identified,
2911909ce17d507627eb26bfa8afc2baf74bf262230fc42e75f4d08227db8eff,2013-04,Merseyside Police,Merseyside Police,-2.884195,53.500369,On or near Hobart Drive,E01006490,Knowsley 002E,Drugs,Investigation complete; no suspect identified,
b52dc220daf34abfe5ed4756d345fc99683fb5c030eb24dcaa92b219cdbacc42,2013-04,Merseyside Police,Merseyside Police,-2.885669,53.498758,On or near Lewis Walk,E01006490,Knowsley 002E,Violent crime,Investigation complete; no suspect identified,
,2013-04,Merseyside Police,Merseyside Police,-2.890736,53.501722,On or near Lexington Way,E01006491,Knowsley 002F,Anti-social behaviour,,
,2013-04,Merseyside Police,Merseyside Police,-2.892883,53.501257,On or near Knightsbridge Walk,E01006491,Knowsley 002F,Anti-social behaviour,,
,2013-04,Merseyside Police,Merseyside Police,-2.892735,53.499991,On or near Moorfoot Way,E01006491,Knowsley 002F,Anti-social behaviour,,
,2013-04,Merseyside Police,Merseyside Police,-2.890736,53.501722,On or near Lexington Way,E01006491,Knowsley 002F,Anti-social behaviour,,
,2013-04,Merseyside Police,Merseyside Police,-2.893371,53.496525,On or near Viola Close,E01006491,Knowsley 002F,Anti-social behaviour,,
,2013-04,Merseyside Police,Merseyside Police,-2.897332,53.499929,On or near Galston Close,E01006491,Knowsley 002F,Anti-social behaviour,,
,2013-04,Merseyside Police,Merseyside Police,-2.890736,53.501722,On or near Lexington Way,E01006491,Knowsley 002F,Anti-social behaviour,,
